,doi,chunk,abstract_bool,definition_bool,table_bool,measurement_bool,definition
0,10.1002/lno.12682,-1,False,,,,
1,10.1002/lno.11852,-1,False,,,,
2,10.1002/lno.11846,-1,True,,,,
3,10.1002/lno.11846,0,True,False,False,False,
4,10.1002/lno.12032,-1,False,,,,
5,10.1002/lno.12427,-1,False,,,,
6,10.1002/lno.12366,-1,False,,,,
7,10.1002/lno.12365,-1,True,,,,
8,10.1002/lno.12365,0,True,False,False,False,
9,10.1002/lno.12365,1,True,False,False,False,
10,10.1002/lno.12365,2,True,False,False,False,
11,10.1002/lno.12365,3,True,False,False,False,
12,10.1002/lno.12365,4,True,False,False,False,
13,10.1002/lno.12365,5,True,False,False,False,
14,10.1002/lno.12365,6,True,False,True,False,
15,10.1002/lno.12365,7,True,False,False,False,
16,10.1002/lno.12365,8,True,False,False,False,
17,10.1002/lno.12365,9,True,False,False,False,
18,10.1002/lno.12365,10,True,False,False,False,
19,10.1002/lno.12365,11,True,False,False,False,
20,10.1002/lno.12365,12,True,False,False,False,
21,10.1002/lno.12365,13,True,False,False,False,
22,10.1002/lno.12365,14,True,False,False,False,
23,10.1002/lno.12365,15,True,False,False,False,
24,10.1002/lno.12365,16,True,False,False,False,
25,10.1002/lno.12365,17,True,False,False,False,
26,10.1002/lno.12365,18,True,False,False,False,
27,10.1002/lno.12553,-1,False,,,,
28,10.1002/lno.11738,-1,False,,,,
29,10.1002/lno.11791,-1,False,,,,
30,10.1002/lno.11678,-1,True,,,,
31,10.1002/lno.11678,0,True,False,False,False,
32,10.1002/lno.11678,1,True,False,False,False,
33,10.1002/lno.11678,2,True,False,False,False,
34,10.1002/lno.11678,3,True,False,False,False,
35,10.1002/lno.11678,4,True,False,False,False,
36,10.1002/lno.11678,5,True,False,False,False,
37,10.1002/lno.11678,6,True,False,False,False,
38,10.1002/lno.11678,7,True,False,True,False,
39,10.1002/lno.11678,8,True,False,True,False,
40,10.1002/lno.11678,9,True,False,True,False,
41,10.1002/lno.11678,10,True,False,True,False,
42,10.1002/lno.11678,11,True,False,False,False,
43,10.1002/lno.11678,12,True,False,True,False,
44,10.1002/lno.11678,13,True,False,False,False,
45,10.1002/lno.11678,14,True,False,True,False,
46,10.1002/lno.11678,15,True,False,False,False,
47,10.1002/lno.11678,16,True,False,False,False,
48,10.1002/lno.11678,17,True,False,False,False,
49,10.1002/lno.11678,18,True,False,True,False,
50,10.1002/lno.11678,19,True,False,False,False,
51,10.1002/lno.11678,20,True,False,False,False,
52,10.1002/lno.11678,21,True,False,False,False,
53,10.1002/lno.11678,22,True,False,True,False,
54,10.1002/lno.11678,23,True,False,False,False,
55,10.1002/lno.11678,24,True,False,False,False,
56,10.1002/lno.11678,25,True,False,True,False,
57,10.1002/lno.11678,26,True,False,True,False,
58,10.1002/lno.11678,27,True,False,False,False,
59,10.1002/lno.11678,28,True,False,False,False,
60,10.1002/lno.11678,29,True,False,True,False,
61,10.1002/lno.11678,30,True,False,False,False,
62,10.1002/lno.11678,31,True,False,True,False,
63,10.1002/lno.11678,32,True,False,False,False,
64,10.1002/lno.11678,33,True,False,False,False,
65,10.1002/lno.11678,34,True,False,False,False,
66,10.1002/lno.11678,35,True,False,True,False,
67,10.1002/lno.11678,36,True,False,False,False,
68,10.1002/lno.11678,37,True,False,False,False,
69,10.1002/lno.11678,38,True,False,False,False,
70,10.1002/lno.11678,39,True,False,False,False,
71,10.1002/lno.11678,40,True,False,False,False,
72,10.1002/lno.11678,41,True,False,False,False,
73,10.1002/lno.11678,42,True,False,True,False,
74,10.1002/lno.11678,43,True,False,True,False,
75,10.1002/lno.11678,44,True,False,True,False,
76,10.1002/lno.11678,45,True,False,True,False,
77,10.1002/lno.11678,46,True,False,True,False,
78,10.1002/lno.11678,47,True,False,False,False,
79,10.1002/lno.12282,-1,False,,,,
80,10.1002/lno.12101,-1,False,,,,
81,10.1002/lno.11833,-1,False,,,,
82,10.1002/lno.70040,-1,True,,,,
83,10.1002/lno.70040,0,True,False,False,False,
84,10.1002/lno.70040,1,True,False,False,False,
85,10.1002/lno.70040,2,True,False,False,False,
86,10.1002/lno.70040,3,True,False,False,False,
87,10.1002/lno.11581,-1,False,,,,
88,10.1002/lno.11954,-1,True,,,,
89,10.1002/lno.11954,0,True,False,False,False,
90,10.1002/lno.11954,1,True,False,False,False,
91,10.1002/lno.11954,2,True,False,False,False,
92,10.1002/lno.11954,3,True,False,False,False,
93,10.1002/lno.11954,4,True,False,True,False,
94,10.1002/lno.11954,5,True,False,False,False,
95,10.1002/lno.11954,6,True,False,False,False,
96,10.1002/lno.11954,7,True,False,False,False,
97,10.1002/lno.11954,8,True,False,True,False,
98,10.1002/lno.11954,9,True,False,False,False,
99,10.1002/lno.11954,10,True,False,False,False,
100,10.1002/lno.11954,11,True,False,False,False,
101,10.1002/lno.11954,12,True,False,False,False,
102,10.1002/lno.11954,13,True,False,False,False,
103,10.1002/lno.11954,14,True,False,True,False,
104,10.1002/lno.11954,15,True,False,True,False,
105,10.1002/lno.11954,16,True,False,False,False,
106,10.1002/lno.11954,17,True,False,False,False,
107,10.1002/lno.11954,18,True,False,False,False,
108,10.1002/lno.11954,19,True,False,True,False,
109,10.1002/lno.11954,20,True,False,False,False,
110,10.1002/lno.11954,21,True,False,True,False,
111,10.1002/lno.11954,22,True,False,False,False,
112,10.1002/lno.11954,23,True,False,True,False,
113,10.1002/lno.11954,24,True,False,True,False,
114,10.1002/lno.11954,25,True,False,False,False,
115,10.1002/lno.11954,26,True,False,False,False,
116,10.1002/lno.11954,27,True,False,False,False,
117,10.1002/lno.11954,28,True,False,True,False,
118,10.1002/lno.11954,29,True,False,False,False,
119,10.1002/lno.11954,30,True,False,False,False,
120,10.1002/lno.11954,31,True,False,False,False,
121,10.1002/lno.11954,32,True,False,False,False,
122,10.1002/lno.11954,33,True,False,False,False,
123,10.1002/lno.12322,-1,True,,,,
124,10.1002/lno.12322,0,True,False,False,True,
125,10.1002/lno.12322,1,True,True,False,True,"The coastal ecosystems being studied are **tidal marshes, mangroves, and seagrass meadows**. 

The specific quantitative attributes or descriptive characteristics used to define them are:

*   **Small areal coverage:** They comprise only 1% of the global ocean surface.
*   **High carbon sink effectiveness:** They are the most effective long-term carbon sinks of the biosphere.
*   **Significant carbon budget contribution:** They account for 50% of the total marine soil (sediment) organic carbon budget.
*   **Carbon sequestration drivers:** High rates of plant primary production, vertical soil development with rising sea levels, and slow rates of decomposition in reducing soils."
126,10.1002/lno.12322,2,True,True,False,False,"The coastal ecosystems being studied are:

*   **Tidal marshes:** Defined by having “negligible rates of in situ calcification” and the assumption that “deposited calcium carbonate from allochthonous sources is assumed to rapidly dissolve under acidifying conditions of the marsh rhizosphere”.
*   **Mangroves:** Defined by a focus on inorganic carbon dynamics and reports being ""almost restricted"" to this ecosystem along with seagrasses.
*   **Seagrass beds:** Defined by a focus on inorganic carbon dynamics and reports being ""almost restricted"" to this ecosystem along with mangroves.

The context defines these ecosystems based on their soil organic/inorganic carbon stocks and dynamics, and specifically mentions calcification and dissolution rates of calcium carbonate as key characteristics. It also notes a historical research focus on inorganic carbon dynamics within mangroves and seagrasses."
127,10.1002/lno.12322,3,True,True,False,False,"The coastal ecosystems being studied are **salt marshes** of the **Wadden Sea**. 

They are specifically defined by:

*   Representing **20% of the European tidal-marsh area**.
*   Being **minerogenic ecosystems** with **high rates of mineral sediment deposition**, frequently exceeding **5 mm yr À1** (vertical surface accretion).
*   Existing along a **successional gradient** from **tidal flat** (via **pioneer zone** and **low marsh**) to **high marsh**.
*   Being categorized as either **foreland marshes** or **back-barrier marshes**, differentiated by their hydrodynamic exposure:
    *   **Foreland marshes**: expand seaward, make up the largest share of the Wadden Sea marsh area, and experience **high amounts of sediment input**, particularly during storm events.
    *   **Back-barrier marshes**: are more sheltered, developing in the lee of barriers or dune systems."
128,10.1002/lno.12322,4,True,False,False,False,
129,10.1002/lno.12322,5,True,False,False,False,
130,10.1002/lno.12322,6,True,False,False,False,
131,10.1002/lno.12322,7,True,False,False,True,
132,10.1002/lno.12322,8,True,False,False,True,
133,10.1002/lno.12322,9,True,False,False,True,
134,10.1002/lno.12322,10,True,False,True,False,
135,10.1002/lno.12322,11,True,False,False,True,
136,10.1002/lno.12322,12,True,False,False,False,
137,10.1002/lno.12322,13,True,False,False,False,
138,10.1002/lno.12322,14,True,False,True,True,
139,10.1002/lno.12322,15,True,False,True,False,
140,10.1002/lno.12322,16,True,False,False,False,
141,10.1002/lno.12322,17,True,False,False,False,
142,10.1002/lno.12322,18,True,False,False,False,
143,10.1002/lno.12322,19,True,False,False,False,
144,10.1002/lno.12322,20,True,False,False,False,
145,10.1002/lno.12322,21,True,False,False,False,
146,10.1002/lno.12322,22,True,False,False,False,
147,10.1002/lno.12322,23,True,False,False,True,
148,10.1002/lno.12322,24,True,False,True,False,
149,10.1002/lno.12769,-1,False,,,,
150,10.1002/lno.12658,-1,False,,,,
151,10.1002/lno.12598,-1,True,,,,
152,10.1002/lno.12598,0,True,False,False,False,
153,10.1002/lno.12505,-1,False,,,,
154,10.1002/lno.70071,-1,False,,,,
155,10.1002/lno.12434,-1,False,,,,
156,10.1002/lno.12610,-1,False,,,,
157,10.1002/lno.11761,-1,False,,,,
158,10.1002/lno.12342,-1,True,,,,
159,10.1002/lno.12342,0,True,False,False,False,
160,10.1002/lno.12342,1,True,False,False,False,
161,10.1002/lno.12342,2,True,False,False,True,
162,10.1002/lno.12342,3,True,False,False,False,
163,10.1002/lno.12342,4,True,False,False,False,
164,10.1002/lno.12342,5,True,False,False,False,
165,10.1002/lno.12342,6,True,False,False,False,
166,10.1002/lno.12342,7,True,False,False,False,
167,10.1002/lno.12342,8,True,False,False,False,
168,10.1002/lno.12342,9,True,False,False,False,
169,10.1002/lno.12342,10,True,False,False,False,
170,10.1002/lno.12342,11,True,False,False,False,
171,10.1002/lno.12342,12,True,False,False,False,
172,10.1002/lno.12342,13,True,False,False,False,
173,10.1002/lno.12342,14,True,False,False,False,
174,10.1002/lno.12342,15,True,False,False,False,
175,10.1002/lno.12342,16,True,False,False,False,
176,10.1002/lno.12342,17,True,False,False,False,
177,10.1002/lno.12342,18,True,False,False,False,
178,10.1002/lno.12342,19,True,False,False,False,
179,10.1002/lno.12185,-1,True,,,,
180,10.1002/lno.12185,0,True,False,False,False,
181,10.1002/lno.12185,1,True,False,False,False,
182,10.1002/lno.12185,2,True,False,False,False,
183,10.1002/lno.12185,3,True,False,False,False,
184,10.1002/lno.12185,4,True,False,True,False,
185,10.1002/lno.12185,5,True,False,True,False,
186,10.1002/lno.12185,6,True,False,False,False,
187,10.1002/lno.12185,7,True,False,False,False,
188,10.1002/lno.12185,8,True,False,True,False,
189,10.1002/lno.12185,9,True,False,True,False,
190,10.1002/lno.12185,10,True,False,False,False,
191,10.1002/lno.12185,11,True,False,True,False,
192,10.1002/lno.12185,12,True,False,False,False,
193,10.1002/lno.12185,13,True,False,True,False,
194,10.1002/lno.12185,14,True,False,True,False,
195,10.1002/lno.12185,15,True,False,True,False,
196,10.1002/lno.12185,16,True,False,False,False,
197,10.1002/lno.12185,17,True,False,True,False,
198,10.1002/lno.12185,18,True,False,True,False,
199,10.1002/lno.12185,19,True,False,False,False,
200,10.1002/lno.12185,20,True,False,False,False,
201,10.1002/lno.12185,21,True,False,False,False,
202,10.1002/lno.12185,22,True,False,True,False,
203,10.1002/lno.12185,23,True,False,True,False,
204,10.1002/lno.12185,24,True,False,True,False,
205,10.1002/lno.12185,25,True,False,True,False,
206,10.1002/lno.12185,26,True,False,True,False,
207,10.1002/lno.12185,27,True,False,False,False,
208,10.1002/lno.12802,-1,True,,,,
209,10.1002/lno.12802,0,True,False,False,False,
210,10.1002/lno.12237,-1,True,,,,
211,10.1002/lno.12237,0,True,False,False,False,
212,10.1002/lno.12237,1,True,False,False,False,
213,10.1002/lno.12237,2,True,False,False,False,
214,10.1002/lno.12237,3,True,False,False,False,
215,10.1002/lno.12237,4,True,False,False,False,
216,10.1002/lno.12237,5,True,False,False,False,
217,10.1002/lno.12237,6,True,False,True,False,
218,10.1002/lno.12237,7,True,False,False,False,
219,10.1002/lno.12237,8,True,False,False,False,
220,10.1002/lno.12237,9,True,False,False,False,
221,10.1002/lno.12237,10,True,False,False,False,
222,10.1002/lno.12237,11,True,False,False,False,
223,10.1002/lno.12237,12,True,False,False,False,
224,10.1002/lno.12237,13,True,False,False,False,
225,10.1002/lno.12237,14,True,False,True,False,
226,10.1002/lno.12237,15,True,False,True,False,
227,10.1002/lno.12237,16,True,False,True,False,
228,10.1002/lno.12237,17,True,False,False,False,
229,10.1002/lno.12237,18,True,False,False,False,
230,10.1002/lno.12237,19,True,False,False,False,
231,10.1002/lno.12237,20,True,False,False,False,
232,10.1002/lno.12237,21,True,False,True,False,
233,10.1002/lno.12237,22,True,False,False,False,
234,10.1002/lno.12237,23,True,False,False,False,
235,10.1002/lno.12237,24,True,False,False,False,
236,10.1002/lno.12237,25,True,False,False,False,
237,10.1002/lno.12237,26,True,False,False,False,
238,10.1002/lno.12237,27,True,False,False,False,
239,10.1002/lno.12237,28,True,False,False,False,
240,10.1002/lno.12237,29,True,False,False,False,
241,10.1002/lno.12237,30,True,False,True,False,
242,10.1002/lno.12237,31,True,False,True,False,
243,10.1002/lno.12237,32,True,False,True,False,
244,10.1002/lno.12237,33,True,False,False,False,
245,10.1002/lno.11889,-1,True,,,,
246,10.1002/lno.11889,0,True,False,False,False,
247,10.1002/lno.11889,1,True,False,False,False,
248,10.1002/lno.11889,2,True,False,False,False,
249,10.1002/lno.11889,3,True,False,False,False,
250,10.1002/lno.11889,4,True,False,False,False,
251,10.1002/lno.11889,5,True,False,False,False,
252,10.1002/lno.11889,6,True,False,False,False,
253,10.1002/lno.11889,7,True,False,False,False,
254,10.1002/lno.11889,8,True,False,False,False,
255,10.1002/lno.11889,9,True,False,False,False,
256,10.1002/lno.11889,10,True,False,False,False,
257,10.1002/lno.11889,11,True,False,False,False,
258,10.1002/lno.11889,12,True,False,False,False,
259,10.1002/lno.11889,13,True,False,False,False,
260,10.1002/lno.11889,14,True,False,False,False,
261,10.1002/lno.11889,15,True,False,False,False,
262,10.1002/lno.11889,16,True,False,False,False,
263,10.1002/lno.11889,17,True,False,False,False,
264,10.1002/lno.11889,18,True,False,False,False,
265,10.1002/lno.11889,19,True,False,True,False,
266,10.1002/lno.11889,20,True,False,True,False,
267,10.1002/lno.11889,21,True,False,True,False,
268,10.1002/lno.11889,22,True,False,False,False,
269,10.1002/lno.11889,23,True,False,False,False,
270,10.1002/lno.11889,24,True,False,False,False,
271,10.1002/lno.11889,25,True,False,False,False,
272,10.1002/lno.11889,26,True,False,False,False,
273,10.1002/lno.11889,27,True,False,False,False,
274,10.1002/lno.11889,28,True,False,False,False,
275,10.1002/lno.11889,29,True,False,False,False,
276,10.1002/lno.11889,30,True,False,False,False,
277,10.1002/lno.11889,31,True,False,False,False,
278,10.1002/lno.11889,32,True,False,False,False,
279,10.1002/lno.12120,-1,True,,,,
280,10.1002/lno.12120,0,True,False,False,False,
281,10.1002/lno.11991,-1,True,,,,
282,10.1002/lno.11991,0,True,False,False,False,
283,10.1002/lno.11991,1,True,False,False,False,
284,10.1002/lno.11991,2,True,False,False,False,
285,10.1002/lno.11991,3,True,False,False,False,
286,10.1002/lno.11991,4,True,False,False,False,
287,10.1002/lno.11991,5,True,False,False,False,
288,10.1002/lno.11991,6,True,False,False,False,
289,10.1002/lno.11991,7,True,False,True,False,
290,10.1002/lno.11991,8,True,False,True,False,
291,10.1002/lno.11991,9,True,False,False,False,
292,10.1002/lno.11991,10,True,False,False,False,
293,10.1002/lno.11991,11,True,False,True,False,
294,10.1002/lno.11991,12,True,False,True,False,
295,10.1002/lno.11991,13,True,False,False,False,
296,10.1002/lno.11991,14,True,False,False,False,
297,10.1002/lno.11991,15,True,False,False,False,
298,10.1002/lno.11991,16,True,False,False,False,
299,10.1002/lno.11991,17,True,False,True,False,
300,10.1002/lno.11991,18,True,False,True,False,
301,10.1002/lno.11991,19,True,False,True,False,
302,10.1002/lno.11991,20,True,False,True,False,
303,10.1002/lno.11991,21,True,False,True,False,
304,10.1002/lno.11991,22,True,False,False,False,
305,10.1002/lno.11991,23,True,False,False,False,
306,10.1002/lno.11991,24,True,False,False,False,
307,10.1002/lno.11991,25,True,False,False,False,
308,10.1002/lno.11991,26,True,False,False,False,
309,10.1002/lno.11991,27,True,False,False,False,
310,10.1002/lno.11991,28,True,False,False,False,
311,10.1002/lno.11991,29,True,False,False,False,
312,10.1002/lno.70109,-1,False,,,,
313,10.1002/lno.11719,-1,False,,,,
314,10.1002/lno.12415,-1,False,,,,
315,10.1002/lno.12224,-1,True,,,,
316,10.1002/lno.12224,0,True,False,False,False,
317,10.1002/lno.12224,1,True,False,False,False,
318,10.1002/lno.12224,2,True,False,False,False,
319,10.1002/lno.12224,3,True,False,False,False,
320,10.1002/lno.12224,4,True,False,False,False,
321,10.1002/lno.12224,5,True,False,False,False,
322,10.1002/lno.12224,6,True,False,False,False,
323,10.1002/lno.12224,7,True,False,False,False,
324,10.1002/lno.12224,8,True,False,False,False,
325,10.1002/lno.12224,9,True,False,False,False,
326,10.1002/lno.12224,10,True,False,False,False,
327,10.1002/lno.12224,11,True,False,False,False,
328,10.1002/lno.12224,12,True,False,False,False,
329,10.1002/lno.12224,13,True,False,True,False,
330,10.1002/lno.12224,14,True,False,True,False,
331,10.1002/lno.12224,15,True,False,True,False,
332,10.1002/lno.12224,16,True,False,False,False,
333,10.1002/lno.12224,17,True,False,True,False,
334,10.1002/lno.12224,18,True,False,False,False,
335,10.1002/lno.12224,19,True,False,True,False,
336,10.1002/lno.12224,20,True,False,False,False,
337,10.1002/lno.12224,21,True,False,False,False,
338,10.1002/lno.12224,22,True,False,False,False,
339,10.1002/lno.12224,23,True,False,False,False,
340,10.1002/lno.12224,24,True,False,False,False,
341,10.1002/lno.12224,25,True,False,False,False,
342,10.1002/lno.12224,26,True,False,True,False,
343,10.1002/lno.12224,27,True,False,False,False,
344,10.1002/lno.12224,28,True,False,False,False,
345,10.1002/lno.12224,29,True,False,False,False,
346,10.1002/lno.12224,30,True,False,False,False,
347,10.1002/lno.12224,31,True,False,False,False,
348,10.1002/lno.12224,32,True,False,True,False,
349,10.1002/lno.12224,33,True,False,True,False,
350,10.1002/lno.12224,34,True,False,False,False,
351,10.1002/lno.12179,-1,False,,,,
352,10.1002/lno.12758,-1,False,,,,
353,10.1002/lno.11271,-1,False,,,,
354,10.1002/lno.11558,-1,True,,,,
355,10.1002/lno.11558,0,True,False,False,False,
356,10.1002/lno.11558,1,True,False,False,False,
357,10.1002/lno.11558,2,True,False,False,False,
358,10.1002/lno.11558,3,True,False,False,False,
359,10.1002/lno.11558,4,True,False,False,False,
360,10.1002/lno.11558,5,True,False,False,False,
361,10.1002/lno.11558,6,True,False,False,False,
362,10.1002/lno.11558,7,True,False,False,False,
363,10.1002/lno.11558,8,True,False,False,False,
364,10.1002/lno.11558,9,True,False,True,False,
365,10.1002/lno.11558,10,True,False,True,False,
366,10.1002/lno.11558,11,True,False,False,False,
367,10.1002/lno.11558,12,True,False,False,False,
368,10.1002/lno.11558,13,True,False,False,False,
369,10.1002/lno.11558,14,True,False,True,False,
370,10.1002/lno.11558,15,True,False,True,False,
371,10.1002/lno.11558,16,True,False,False,False,
372,10.1002/lno.11558,17,True,False,False,False,
373,10.1002/lno.11558,18,True,False,False,False,
374,10.1002/lno.11558,19,True,False,False,False,
375,10.1002/lno.11558,20,True,False,False,False,
376,10.1002/lno.11558,21,True,False,False,False,
377,10.1002/lno.11558,22,True,False,False,False,
378,10.1002/lno.11558,23,True,False,False,False,
379,10.1002/lno.11558,24,True,False,False,False,
380,10.1002/lno.11558,25,True,False,False,False,
381,10.1002/lno.11558,26,True,False,False,False,
382,10.1002/lno.11558,27,True,False,False,False,
383,10.1002/lno.11558,28,True,False,False,False,
384,10.1002/lno.11558,29,True,False,False,False,
385,10.1002/lno.11878,-1,False,,,,
386,10.1002/lno.12683,-1,False,,,,
387,10.1002/lno.12717,-1,True,,,,
388,10.1002/lno.12717,0,True,False,False,False,
389,10.1002/lno.12717,1,True,True,False,True,"The context is studying **coastal wetlands**. 

The specific quantitative or descriptive characteristics used to define them are:

*   They are influenced by both **terrestrial and marine hydrology**.
*   They serve as **vital biogeochemical interfaces** where complex chemical processes modulate the transformation and movement of key biologically important elements (C, biogenic Si, N, and P).
*   They are recognized as **""hotspots"" of biogeochemical activity**.
*   **Assemblages were primarily composed of forms derived from the Poaceae family.**
*   **Biogenic Si-occluded C content was consistent across both sites, accounting for 0.97-5.71% of the total organic C pool** (with values ranging from 0.035-1.870 g kg À1).
*   **Total organic C, pH, and amorphous aluminum oxides either directly or indirectly influenced the biogenic Si content.**"
390,10.1002/lno.12717,2,True,False,False,False,
391,10.1002/lno.12717,3,True,False,False,False,
392,10.1002/lno.12717,4,True,False,False,True,
393,10.1002/lno.12717,5,True,True,False,False,"The two coastal ecosystems being studied are the **Qilihai wetland** and the **Beidagang wetland**. 

Here are the quantitative and descriptive characteristics used to define them within this excerpt:

**Qilihai Wetland:**
*   **Location:** Northeast of Tianjin (39 07 0 -39 43 0 N, 117 12 0 -117 43 0 E)
*   **Ecosystem Type:** Lagoon
*   **Key Features:** Bisected by the Chaobaixin River into the Qilihai Reservoir (east) and reed swamp (west).
*   **Dominant Vegetation:** *Phragmites australis* (reed swamp)
*   **Mean Annual Temperature:** 12°C
*   **Mean Annual Precipitation:** 611 mm
*   **Mean Annual Evaporation:** 1200 mm

**Beidagang Wetland:**
*   **Location:** Southeast of Tianjin (38 36 0 -39 04 0 N, 116 55 0 -117 37 0 E)
*   **Internationally significant wetland:** Designated in February 2020
*   **Key Features:** Comprises the Beidagang Reservoir, the lower reaches of the Duliujian River, and adjacent mudflats.
*   **Dominant Vegetation:** *P. australis* and *Suaeda salsa*
*   **Mean Annual Temperature:** 11.3°C
*   **Mean Annual Precipitation:** 550 mm
*   **Mean Annual Evaporation:** 1777 mm

Both wetlands are also characterized by a **warm temperate semi-humid continental monsoon climate** and receive approximately **75% of their annual rainfall during the summer months (June-August)**."
394,10.1002/lno.12717,6,True,False,False,False,
395,10.1002/lno.12717,7,True,False,False,True,
396,10.1002/lno.12717,8,True,False,False,False,
397,10.1002/lno.12717,9,True,False,True,False,
398,10.1002/lno.12717,10,True,False,True,False,
399,10.1002/lno.12717,11,True,False,False,False,
400,10.1002/lno.12717,12,True,False,True,True,
401,10.1002/lno.12717,13,True,False,True,False,
402,10.1002/lno.12717,14,True,False,True,True,
403,10.1002/lno.12717,15,True,False,True,True,
404,10.1002/lno.12717,16,True,False,True,False,
405,10.1002/lno.12717,17,True,False,False,False,
406,10.1002/lno.12717,18,True,False,False,True,
407,10.1002/lno.12717,19,True,False,False,False,
408,10.1002/lno.12717,20,True,False,True,False,
409,10.1002/lno.12717,21,True,False,True,False,
410,10.1002/lno.12717,22,True,False,False,False,
411,10.1002/lno.12717,23,True,False,False,False,
412,10.1002/lno.12717,24,True,False,True,True,
413,10.1002/lno.12717,25,True,False,True,True,
414,10.1002/lno.12717,26,True,False,True,False,
415,10.1002/lno.12717,27,True,False,True,True,
