,doi,chunk,abstract_bool,definition_bool,table_bool,measurement_bool,definition
416,10.1002/lno.12717,28,True,False,True,True,
417,10.1002/lno.12717,29,True,False,False,False,
418,10.1002/lno.12717,30,True,False,False,True,
419,10.1002/lno.12717,31,True,False,False,True,
420,10.1002/lno.12717,32,True,False,True,True,
421,10.1002/lno.12717,33,True,False,True,False,
422,10.1002/lno.12717,34,True,False,True,False,
423,10.1002/lno.12717,35,True,False,False,False,
424,10.1002/lno.12002,-1,True,,,,
425,10.1002/lno.12002,0,True,False,False,False,
426,10.1002/lno.12002,1,True,True,False,False,"The coastal ecosystem being studied is **coral reefs**. 

The specific quantitative attributes or descriptive characteristics used to define them are:

*   **High productivity**
*   **Large living structures**
*   Reliance on **biogenic calcification** – the process by which framework-building corals, crustose coralline algae (CCA), and other calcifying organisms contribute to calcium carbonate (CaCO<sub>3</sub>) reef structure.
*   Provision of services including **coastal protection, habitat provision, fisheries, and tourism**."
427,10.1002/lno.12002,2,True,False,False,False,
428,10.1002/lno.12002,3,True,False,False,False,
429,10.1002/lno.12002,4,True,False,False,False,
430,10.1002/lno.12002,5,True,False,False,False,
431,10.1002/lno.12002,6,True,False,True,False,
432,10.1002/lno.12002,7,True,False,True,False,
433,10.1002/lno.12002,8,True,False,False,False,
434,10.1002/lno.12002,9,True,False,False,False,
435,10.1002/lno.12002,10,True,False,True,False,
436,10.1002/lno.12002,11,True,False,False,False,
437,10.1002/lno.12002,12,True,False,False,False,
438,10.1002/lno.12002,13,True,False,True,False,
439,10.1002/lno.12002,14,True,False,True,False,
440,10.1002/lno.12002,15,True,False,True,False,
441,10.1002/lno.12002,16,True,False,True,False,
442,10.1002/lno.12002,17,True,False,False,False,
443,10.1002/lno.12002,18,True,False,True,False,
444,10.1002/lno.12002,19,True,False,False,False,
445,10.1002/lno.12002,20,True,False,False,False,
446,10.1002/lno.12002,21,True,False,False,False,
447,10.1002/lno.12002,22,True,False,False,False,
448,10.1002/lno.12002,23,True,False,False,False,
449,10.1002/lno.12002,24,True,False,False,False,
450,10.1002/lno.12002,25,True,False,False,False,
451,10.1002/lno.12002,26,True,False,False,False,
452,10.1002/lno.12002,27,True,False,False,False,
453,10.1002/lno.12002,28,True,False,False,False,
454,10.1002/lno.12002,29,True,False,False,False,
455,10.1002/lno.12002,30,True,False,False,False,
456,10.1002/lno.12566,-1,True,,,,
457,10.1002/lno.12566,0,True,False,False,False,
458,10.1002/lno.12566,1,True,False,False,False,
459,10.1002/lno.12566,2,True,False,False,False,
460,10.1002/lno.12566,3,True,False,False,False,
461,10.1002/lno.12566,4,True,False,False,False,
462,10.1002/lno.12566,5,True,False,False,False,
463,10.1002/lno.12566,6,True,False,False,False,
464,10.1002/lno.12566,7,True,False,False,False,
465,10.1002/lno.12566,8,True,False,False,False,
466,10.1002/lno.12566,9,True,False,False,False,
467,10.1002/lno.12566,10,True,False,False,False,
468,10.1002/lno.12566,11,True,False,False,False,
469,10.1002/lno.12566,12,True,False,False,False,
470,10.1002/lno.12566,13,True,False,False,False,
471,10.1002/lno.12566,14,True,False,False,False,
472,10.1002/lno.12566,15,True,False,False,False,
473,10.1002/lno.12566,16,True,False,False,False,
474,10.1002/lno.12566,17,True,False,False,False,
475,10.1002/lno.12566,18,True,False,False,False,
476,10.1002/lno.12566,19,True,False,False,False,
477,10.1002/lno.12566,20,True,False,False,False,
478,10.1002/lno.12566,21,True,False,False,False,
479,10.1002/lno.12566,22,True,False,False,False,
480,10.1002/lno.12566,23,True,False,False,False,
481,10.1002/lno.12566,24,True,False,False,False,
482,10.1002/lno.12566,25,True,False,False,False,
483,10.1002/lno.12566,26,True,False,False,False,
484,10.1002/lno.12566,27,True,False,False,False,
485,10.1002/lno.12566,28,True,False,False,False,
486,10.1002/lno.12566,29,True,False,False,False,
487,10.1002/lno.12566,30,True,False,False,False,
488,10.1002/lno.12566,31,True,False,False,False,
489,10.1002/lno.12812,-1,False,,,,
490,10.1002/lno.12332,-1,True,,,,
491,10.1002/lno.12332,0,True,False,False,False,
492,10.1002/lno.12332,1,True,True,False,False,"According to the text, the coastal ecosystems being studied are **tidal flats**. 

They are defined by being **dominated by a wide range of bioturbating benthic species**."
493,10.1002/lno.12332,2,True,False,False,False,
494,10.1002/lno.12332,3,True,False,False,False,
495,10.1002/lno.12332,4,True,False,False,False,
496,10.1002/lno.12332,5,True,False,False,False,
497,10.1002/lno.12332,6,True,False,False,False,
498,10.1002/lno.12332,7,True,False,False,False,
499,10.1002/lno.12332,8,True,False,False,False,
500,10.1002/lno.12332,9,True,False,True,False,
501,10.1002/lno.12332,10,True,False,False,False,
502,10.1002/lno.12332,11,True,False,False,False,
503,10.1002/lno.12332,12,True,False,False,False,
504,10.1002/lno.12332,13,True,False,False,False,
505,10.1002/lno.12332,14,True,False,False,False,
506,10.1002/lno.12332,15,True,False,False,False,
507,10.1002/lno.12332,16,True,False,True,False,
508,10.1002/lno.12332,17,True,False,False,False,
509,10.1002/lno.12332,18,True,False,False,False,
510,10.1002/lno.12332,19,True,False,False,False,
511,10.1002/lno.12332,20,True,False,False,False,
512,10.1002/lno.12332,21,True,False,False,False,
513,10.1002/lno.12332,22,True,False,False,False,
514,10.1002/lno.12332,23,True,False,False,False,
515,10.1002/lno.12332,24,True,False,False,False,
516,10.1002/lno.12332,25,True,False,False,False,
517,10.1002/lno.12332,26,True,False,False,False,
518,10.1002/lno.12332,27,True,False,False,False,
519,10.1002/lno.12332,28,True,False,False,False,
520,10.1002/lno.12564,-1,False,,,,
521,10.1002/lno.12219,-1,False,,,,
522,10.1002/lno.12780,-1,False,,,,
523,10.1002/lno.12283,-1,False,,,,
524,10.1002/lno.11745,-1,False,,,,
525,10.1002/lno.12180,-1,False,,,,
526,10.1002/lno.12131,-1,False,,,,
527,10.1002/lno.11269,-1,True,,,,
528,10.1002/lno.11269,0,True,False,False,False,
529,10.1002/lno.12056,-1,True,,,,
530,10.1002/lno.12056,0,True,False,False,False,
531,10.1002/lno.12056,1,True,False,False,False,
532,10.1002/lno.12056,2,True,False,False,False,
533,10.1002/lno.12056,3,True,False,False,False,
534,10.1002/lno.12056,4,True,False,False,False,
535,10.1002/lno.12056,5,True,False,False,False,
536,10.1002/lno.12056,6,True,False,False,False,
537,10.1002/lno.12056,7,True,False,False,False,
538,10.1002/lno.12056,8,True,False,False,False,
539,10.1002/lno.12056,9,True,False,False,False,
540,10.1002/lno.12056,10,True,False,False,False,
541,10.1002/lno.12056,11,True,False,False,False,
542,10.1002/lno.12056,12,True,False,False,False,
543,10.1002/lno.12056,13,True,False,False,False,
544,10.1002/lno.12056,14,True,False,True,False,
545,10.1002/lno.12056,15,True,False,True,False,
546,10.1002/lno.12056,16,True,False,False,False,
547,10.1002/lno.12056,17,True,False,False,False,
548,10.1002/lno.12056,18,True,False,True,False,
549,10.1002/lno.12056,19,True,False,False,False,
550,10.1002/lno.12056,20,True,False,False,False,
551,10.1002/lno.12056,21,True,False,True,False,
552,10.1002/lno.12056,22,True,False,True,False,
553,10.1002/lno.12056,23,True,False,True,False,
554,10.1002/lno.12056,24,True,False,False,False,
555,10.1002/lno.12056,25,True,False,False,False,
556,10.1002/lno.12056,26,True,False,False,False,
557,10.1002/lno.12056,27,True,False,False,False,
558,10.1002/lno.12056,28,True,False,False,False,
559,10.1002/lno.12056,29,True,False,False,False,
560,10.1002/lno.12056,30,True,False,False,False,
561,10.1002/lno.12056,31,True,False,True,False,
562,10.1002/lno.12056,32,True,False,False,False,
563,10.1002/lno.12197,-1,False,,,,
564,10.1002/lno.11535,-1,True,,,,
565,10.1002/lno.11535,0,True,False,False,False,
566,10.1002/lno.12410,-1,False,,,,
567,10.1002/lno.11793,-1,False,,,,
568,10.1002/lno.12042,-1,True,,,,
569,10.1002/lno.12042,0,True,False,False,False,
570,10.1002/lno.12042,1,True,False,False,False,
571,10.1002/lno.12042,2,True,False,False,False,
572,10.1002/lno.12042,3,True,True,False,False,"The coastal ecosystems being studied are **bar-built estuaries** (also referred to as **lagoons**). 

The specific descriptive characteristics used to define them are:

*   **Intermittent connection to the ocean:** They are connected during wet seasons but disconnect when rainfall stops and a sandbar/berm forms.
*   **Dynamic bathymetry:** The shape of the basin changes extensively with breaching and closing cycles.
*   **Seasonal fluctuations in physicochemical properties:** Changes in temperature and dissolved oxygen, potentially including stratification, accompany the physical changes.
*   **Potential for anoxic conditions:** Dissolved oxygen can reach anoxic levels during the summer dry period.
*   **Habitat for the Northern tidewater goby:** They are a habitat specialist adapted to living in these ecosystems.
*   **Flow regime:** They transition from flowing and river-like in winter to still and pond-like in summer."
573,10.1002/lno.12042,4,True,False,False,False,
574,10.1002/lno.12042,5,True,False,False,False,
575,10.1002/lno.12042,6,True,False,False,False,
576,10.1002/lno.12042,7,True,False,False,False,
577,10.1002/lno.12042,8,True,False,False,False,
578,10.1002/lno.12042,9,True,False,True,False,
579,10.1002/lno.12042,10,True,False,False,False,
580,10.1002/lno.12042,11,True,False,False,False,
581,10.1002/lno.12042,12,True,False,True,False,
582,10.1002/lno.12042,13,True,False,False,False,
583,10.1002/lno.12042,14,True,False,True,False,
584,10.1002/lno.12042,15,True,False,True,False,
585,10.1002/lno.12042,16,True,False,True,False,
586,10.1002/lno.12042,17,True,False,True,False,
587,10.1002/lno.12042,18,True,False,False,False,
588,10.1002/lno.12042,19,True,False,False,False,
589,10.1002/lno.12042,20,True,False,False,False,
590,10.1002/lno.12042,21,True,False,False,False,
591,10.1002/lno.12042,22,True,False,False,False,
592,10.1002/lno.12042,23,True,False,False,False,
593,10.1002/lno.12042,24,True,False,False,False,
594,10.1002/lno.12042,25,True,False,True,False,
595,10.1002/lno.12042,26,True,False,False,False,
596,10.1002/lno.11628,-1,True,,,,
597,10.1002/lno.11628,0,True,False,False,False,
598,10.1002/lno.11628,1,True,False,False,False,
599,10.1002/lno.11628,2,True,False,False,False,
600,10.1002/lno.11628,3,True,False,False,False,
601,10.1002/lno.11628,4,True,False,False,False,
602,10.1002/lno.11628,5,True,False,True,False,
603,10.1002/lno.11628,6,True,False,True,False,
604,10.1002/lno.11628,7,True,False,False,False,
605,10.1002/lno.11628,8,True,False,True,False,
606,10.1002/lno.11628,9,True,False,True,False,
607,10.1002/lno.11628,10,True,False,False,False,
608,10.1002/lno.11628,11,True,False,False,False,
609,10.1002/lno.11628,12,True,False,False,False,
610,10.1002/lno.11628,13,True,False,False,False,
611,10.1002/lno.11628,14,True,False,False,False,
612,10.1002/lno.11628,15,True,False,False,False,
613,10.1002/lno.11628,16,True,False,False,False,
614,10.1002/lno.11628,17,True,False,False,False,
615,10.1002/lno.11628,18,True,False,False,False,
616,10.1002/lno.11628,19,True,False,False,False,
617,10.1002/lno.11628,20,True,False,False,False,
618,10.1002/lno.11628,21,True,False,False,False,
619,10.1002/lno.11628,22,True,False,False,False,
620,10.1002/lno.11628,23,True,False,False,False,
621,10.1002/lno.11628,24,True,False,False,False,
622,10.1002/lno.11628,25,True,False,False,False,
623,10.1002/lno.11628,26,True,False,False,True,
624,10.1002/lno.11628,27,True,False,False,False,
625,10.1002/lno.11628,28,True,False,True,False,
626,10.1002/lno.11985,-1,True,,,,
627,10.1002/lno.11985,0,True,False,False,False,
628,10.1002/lno.11985,1,True,False,False,False,
629,10.1002/lno.11985,2,True,False,False,False,
630,10.1002/lno.11985,3,True,False,False,False,
631,10.1002/lno.11985,4,True,False,False,False,
632,10.1002/lno.11985,5,True,False,False,False,
633,10.1002/lno.11985,6,True,False,False,False,
634,10.1002/lno.11985,7,True,False,False,False,
635,10.1002/lno.11985,8,True,False,False,False,
636,10.1002/lno.11985,9,True,False,True,False,
637,10.1002/lno.11985,10,True,False,True,False,
638,10.1002/lno.11985,11,True,False,False,False,
639,10.1002/lno.11985,12,True,False,False,False,
640,10.1002/lno.11985,13,True,False,False,False,
641,10.1002/lno.11985,14,True,False,False,False,
642,10.1002/lno.11985,15,True,False,False,False,
643,10.1002/lno.11985,16,True,False,False,False,
644,10.1002/lno.11985,17,True,False,False,False,
645,10.1002/lno.11985,18,True,False,False,False,
646,10.1002/lno.11985,19,True,False,False,False,
647,10.1002/lno.11985,20,True,False,False,False,
648,10.1002/lno.11985,21,True,False,False,False,
649,10.1002/lno.11985,22,True,False,False,False,
650,10.1002/lno.11985,23,True,False,False,False,
651,10.1002/lno.11985,24,True,False,False,False,
652,10.1002/lno.11985,25,True,False,False,False,
653,10.1002/lno.11985,26,True,False,False,False,
654,10.1002/lno.11985,27,True,False,False,False,
655,10.1002/lno.11985,28,True,False,False,False,
656,10.1002/lno.11985,29,True,False,False,False,
657,10.1002/lno.11985,30,True,False,False,False,
658,10.1002/lno.11985,31,True,False,False,False,
659,10.1002/lno.11985,32,True,False,False,False,
660,10.1002/lno.11985,33,True,False,False,False,
661,10.1002/lno.11985,34,True,False,False,False,
662,10.1002/lno.11985,35,True,False,False,False,
663,10.1002/lno.11985,36,True,False,False,True,
664,10.1002/lno.11274,-1,True,,,,
665,10.1002/lno.11274,0,True,False,False,False,
666,10.1002/lno.11773,-1,True,,,,
667,10.1002/lno.11773,0,True,False,False,False,
668,10.1002/lno.11773,1,True,False,False,False,
669,10.1002/lno.11773,2,True,False,False,False,
670,10.1002/lno.11773,3,True,False,False,False,
671,10.1002/lno.11773,4,True,False,False,False,
672,10.1002/lno.11773,5,True,False,True,False,
673,10.1002/lno.11773,6,True,False,True,False,
674,10.1002/lno.11773,7,True,False,True,False,
675,10.1002/lno.11773,8,True,False,False,False,
676,10.1002/lno.11773,9,True,False,False,False,
677,10.1002/lno.11773,10,True,False,False,False,
678,10.1002/lno.11773,11,True,False,False,False,
679,10.1002/lno.11773,12,True,False,False,False,
680,10.1002/lno.11773,13,True,False,False,False,
681,10.1002/lno.11773,14,True,False,False,False,
682,10.1002/lno.11773,15,True,False,False,False,
683,10.1002/lno.11773,16,True,False,False,False,
684,10.1002/lno.11773,17,True,False,True,False,
685,10.1002/lno.11773,18,True,False,False,False,
686,10.1002/lno.11773,19,True,False,False,False,
687,10.1002/lno.11773,20,True,False,False,False,
688,10.1002/lno.11773,21,True,False,True,False,
689,10.1002/lno.11773,22,True,False,True,False,
690,10.1002/lno.11773,23,True,False,True,False,
691,10.1002/lno.11773,24,True,False,True,False,
692,10.1002/lno.11773,25,True,False,True,False,
693,10.1002/lno.11773,26,True,False,True,False,
694,10.1002/lno.11773,27,True,False,False,False,
695,10.1002/lno.11773,28,True,False,False,False,
696,10.1002/lno.11773,29,True,False,False,False,
697,10.1002/lno.11773,30,True,False,False,False,
698,10.1002/lno.11773,31,True,False,False,False,
699,10.1002/lno.11773,32,True,False,False,False,
700,10.1002/lno.11773,33,True,False,False,False,
701,10.1002/lno.11773,34,True,False,False,False,
702,10.1002/lno.11773,35,True,False,False,False,
703,10.1002/lno.11773,36,True,False,False,False,
704,10.1002/lno.11773,37,True,False,False,False,
705,10.1002/lno.11773,38,True,False,True,False,
706,10.1002/lno.11773,39,True,False,False,False,
707,10.1002/lno.11773,40,True,False,True,False,
708,10.1002/lno.11773,41,True,False,True,False,
709,10.1002/lno.11773,42,True,False,False,False,
710,10.1002/lno.11573,-1,True,,,,
711,10.1002/lno.11573,0,True,False,False,False,
712,10.1002/lno.11573,1,True,False,False,False,
713,10.1002/lno.11573,2,True,False,False,False,
714,10.1002/lno.11573,3,True,False,False,False,
715,10.1002/lno.11573,4,True,False,False,False,
716,10.1002/lno.11573,5,True,False,False,False,
717,10.1002/lno.11573,6,True,False,False,False,
718,10.1002/lno.11573,7,True,False,False,False,
719,10.1002/lno.11573,8,True,False,False,False,
720,10.1002/lno.11573,9,True,False,False,False,
721,10.1002/lno.11573,10,True,False,False,False,
722,10.1002/lno.11573,11,True,False,False,False,
723,10.1002/lno.11573,12,True,False,False,False,
724,10.1002/lno.11573,13,True,False,False,False,
725,10.1002/lno.11573,14,True,False,False,False,
726,10.1002/lno.11573,15,True,False,False,False,
727,10.1002/lno.11573,16,True,False,False,False,
728,10.1002/lno.11573,17,True,False,True,False,
729,10.1002/lno.11573,18,True,False,True,False,
730,10.1002/lno.11573,19,True,False,True,False,
731,10.1002/lno.11573,20,True,False,True,False,
732,10.1002/lno.11573,21,True,False,False,False,
733,10.1002/lno.11573,22,True,False,False,False,
734,10.1002/lno.11573,23,True,False,False,False,
735,10.1002/lno.11573,24,True,False,False,False,
736,10.1002/lno.11573,25,True,False,False,False,
737,10.1002/lno.11573,26,True,False,False,False,
738,10.1002/lno.11573,27,True,False,False,False,
739,10.1002/lno.11573,28,True,False,False,False,
740,10.1002/lno.11573,29,True,False,False,False,
741,10.1002/lno.11573,30,True,False,False,False,
742,10.1002/lno.11573,31,True,False,False,False,
743,10.1002/lno.11573,32,True,False,False,False,
744,10.1002/lno.11573,33,True,False,False,False,
745,10.1002/lno.11573,34,True,False,False,False,
746,10.1002/lno.11573,35,True,False,False,False,
747,10.1002/lno.11573,36,True,False,False,True,
748,10.1002/lno.11573,37,True,False,False,False,
749,10.1002/lno.11573,38,True,False,False,False,
750,10.1002/lno.11573,39,True,False,False,False,
751,10.1002/lno.11573,40,True,False,False,False,
752,10.1002/lno.11573,41,True,False,True,False,
753,10.1002/lno.11573,42,True,False,False,False,
754,10.1002/lno.12545,-1,False,,,,
755,10.1002/lno.12264,-1,False,,,,
756,10.1002/lno.70028,-1,True,,,,
757,10.1002/lno.70028,0,True,False,False,True,
758,10.1002/lno.70028,1,True,False,False,False,
759,10.1002/lno.70028,2,True,True,False,False,"Based on the provided excerpt, the following coastal ecosystems are being studied, along with their defining characteristics:

*   **Coastal wetlands:** Account for approximately 10% of the global wetland area and are important carbon sinks.
*   **Intertidal land:** Experienced a net loss of 4000 km² globally from 1999 to 2019, with 27% of this loss attributed to human activities.
*   **Mangroves:** Distinguished by their substantial carbon storage capacity; have experienced a loss of 30-50% of their area over the past 50 years due to conversion to agricultural and aquacultural production."
760,10.1002/lno.70028,3,True,False,False,False,
761,10.1002/lno.70028,4,True,False,False,False,
762,10.1002/lno.70028,5,True,False,False,False,
763,10.1002/lno.70028,6,True,False,False,True,
764,10.1002/lno.70028,7,True,False,False,False,
765,10.1002/lno.70028,8,True,False,False,False,
766,10.1002/lno.70028,9,True,False,False,False,
767,10.1002/lno.70028,10,True,False,False,False,
768,10.1002/lno.70028,11,True,False,True,True,
769,10.1002/lno.70028,12,True,False,True,False,
770,10.1002/lno.70028,13,True,False,True,True,
771,10.1002/lno.70028,14,True,False,False,False,
772,10.1002/lno.70028,15,True,False,True,True,
773,10.1002/lno.70028,16,True,False,False,False,
774,10.1002/lno.70028,17,True,False,False,True,
775,10.1002/lno.70028,18,True,False,True,True,
776,10.1002/lno.70028,19,True,False,False,False,
777,10.1002/lno.70028,20,True,False,True,False,
778,10.1002/lno.70028,21,True,False,True,False,
779,10.1002/lno.70028,22,True,False,False,True,
780,10.1002/lno.70028,23,True,False,True,True,
781,10.1002/lno.70028,24,True,False,False,True,
782,10.1002/lno.70028,25,True,False,False,False,
783,10.1002/lno.70028,26,True,False,False,False,
784,10.1002/lno.70028,27,True,False,True,False,
785,10.1002/lno.70028,28,True,False,False,False,
786,10.1002/lno.70028,29,True,False,False,True,
787,10.1002/lno.70028,30,True,False,False,False,
788,10.1002/lno.70028,31,True,False,False,False,
789,10.1002/lno.12149,-1,True,,,,
790,10.1002/lno.12149,0,True,False,False,False,
791,10.1002/lno.11731,-1,True,,,,
792,10.1002/lno.11731,0,True,False,False,False,
793,10.1002/lno.11731,1,True,False,False,False,
794,10.1002/lno.11731,2,True,False,False,False,
795,10.1002/lno.11731,3,True,False,False,False,
796,10.1002/lno.11731,4,True,False,False,False,
797,10.1002/lno.11731,5,True,False,False,False,
798,10.1002/lno.11731,6,True,False,True,False,
799,10.1002/lno.11731,7,True,False,True,False,
800,10.1002/lno.11731,8,True,False,True,False,
801,10.1002/lno.11731,9,True,False,False,False,
802,10.1002/lno.11731,10,True,False,True,False,
803,10.1002/lno.11731,11,True,False,False,False,
804,10.1002/lno.11731,12,True,False,False,False,
805,10.1002/lno.11731,13,True,False,False,False,
806,10.1002/lno.11731,14,True,False,False,False,
807,10.1002/lno.11731,15,True,False,False,False,
808,10.1002/lno.11731,16,True,False,True,False,
809,10.1002/lno.11731,17,True,False,True,False,
810,10.1002/lno.11731,18,True,False,True,False,
811,10.1002/lno.11731,19,True,False,False,False,
812,10.1002/lno.11731,20,True,False,False,False,
813,10.1002/lno.11731,21,True,False,False,False,
814,10.1002/lno.11731,22,True,False,True,False,
815,10.1002/lno.11731,23,True,False,False,False,
816,10.1002/lno.11731,24,True,False,True,False,
817,10.1002/lno.11731,25,True,False,True,False,
818,10.1002/lno.11731,26,True,False,True,False,
819,10.1002/lno.11731,27,True,False,False,False,
820,10.1002/lno.11731,28,True,False,True,False,
821,10.1002/lno.11731,29,True,False,False,False,
822,10.1002/lno.11731,30,True,False,False,False,
823,10.1002/lno.11731,31,True,False,True,False,
824,10.1002/lno.11731,32,True,False,False,False,
825,10.1002/lno.11731,33,True,False,False,False,
826,10.1002/lno.11731,34,True,False,False,False,
827,10.1002/lno.11731,35,True,False,False,False,
828,10.1002/lno.11731,36,True,False,False,False,
829,10.1002/lno.11731,37,True,False,False,False,
830,10.1002/lno.11731,38,True,False,True,False,
831,10.1002/lno.11731,39,True,False,False,False,
832,10.1002/lno.11731,40,True,False,True,False,
833,10.1002/lno.11731,41,True,False,True,False,
834,10.1002/lno.11731,42,True,False,True,False,
835,10.1002/lno.11731,43,True,False,True,False,
836,10.1002/lno.12773,-1,False,,,,
837,10.1002/lno.12183,-1,False,,,,
838,10.1002/lno.11626,-1,False,,,,
839,10.1002/lno.12114,-1,True,,,,
840,10.1002/lno.12114,0,True,False,False,False,
841,10.1002/lno.12470,-1,False,,,,
842,10.1002/lno.11546,-1,False,,,,
843,10.1002/lno.12171,-1,True,,,,
844,10.1002/lno.12171,0,True,False,False,False,
845,10.1002/lno.12171,1,True,False,False,False,
846,10.1002/lno.12171,2,True,False,False,False,
847,10.1002/lno.12171,3,True,False,False,False,
848,10.1002/lno.12171,4,True,False,False,False,
849,10.1002/lno.12171,5,True,False,False,False,
850,10.1002/lno.12171,6,True,False,False,False,
851,10.1002/lno.12171,7,True,False,False,False,
852,10.1002/lno.12171,8,True,False,True,False,
853,10.1002/lno.12171,9,True,False,False,False,
854,10.1002/lno.12171,10,True,False,False,False,
855,10.1002/lno.12171,11,True,False,False,False,
856,10.1002/lno.12171,12,True,False,False,False,
857,10.1002/lno.12171,13,True,False,False,False,
858,10.1002/lno.12171,14,True,False,False,False,
859,10.1002/lno.12171,15,True,False,True,False,
860,10.1002/lno.12171,16,True,False,False,False,
861,10.1002/lno.12171,17,True,False,True,False,
862,10.1002/lno.12171,18,True,False,True,False,
863,10.1002/lno.12171,19,True,False,False,False,
864,10.1002/lno.12171,20,True,False,False,False,
865,10.1002/lno.12171,21,True,False,False,False,
866,10.1002/lno.12171,22,True,False,False,False,
867,10.1002/lno.12171,23,True,False,False,False,
868,10.1002/lno.12171,24,True,False,False,False,
869,10.1002/lno.12171,25,True,False,False,False,
870,10.1002/lno.12171,26,True,False,False,False,
871,10.1002/lno.12171,27,True,False,False,False,
872,10.1002/lno.12171,28,True,False,False,False,
873,10.1002/lno.12171,29,True,False,False,False,
874,10.1002/lno.12171,30,True,False,False,False,
875,10.1002/lno.11520,-1,True,,,,
876,10.1002/lno.11520,0,True,False,False,False,
877,10.1002/lno.12311,-1,True,,,,
878,10.1002/lno.12311,0,True,False,False,False,
